strain	date	country	state	division	location	host	host_categories	clade_membership	strains	lineages	accessions	organization	DataSource	authors	journal	title	url	latitude	longitude	parent_id	parsimony	usher_annotation	autolin_proposal	lineage_name	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Level_7	Level_8
WNV0000151	2022-07-20	USA	NYC	NYC/Bay Terrace	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	WNV0000151-NYC-VH00422-231206	NYC_PHL	NYC_PHL	NYC-PHL	Unpublished	NYC PHL West Nile Virus Sequencing Project	https://www.nyc.gov/site/doh/index.page	40.78204583	-73.78079374	node_2237	26	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3.1	I.a.4-NY99.WN02.3.1.1	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99.WN02.3.1.1.1	I.a.4-NY99.WN02.3.1.1.1
KC333386	2012-07-18	USA	TX	TX/TX	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KC333386	University of Texas Medical Branch Pathology	NS_NA_NCBI	Mann et al	"Emerging Infect. Dis. 19 (9), 1418-1427 (2013)"	"Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012"	https://www.ncbi.nlm.nih.gov/pubmed/23965756	31.8160381	-99.5120985	node_1172	2	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.14	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14	I.a.4-NY99.WN02.14
KX547510	2007-09-14	USA	NY	NY/Nassau	USA	Culex	Mosquitoes-Culex	Ia	SW03	I.a.4-NY99.WN02.SW03	KX547510	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547510	40.6546	-73.5594	node_2543	18	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OX442311	2020-08-18	DEU	Unknown	DEU	Global	Corvus cornix	Birds-Perching Birds	?	?	II	OX442311.1	Friedrich-Loeffler-Institute Federal Research Institute for Animal Health Institute of Diagnostic Virology Suedufer 10 Greifswald - Insel Riems Mecklenburg - Western Pomerania 17493	NCBI_Global	et al	"Submitted (01-MAR-2023) Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493, Germany"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/OX442311	51.165691	10.451526	node_230	2	II	New	II.1.1.1.1	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.1	II.1.1.1.1	II.1.1.1.1
OR159869	2022-XX-XX	RUS	Kalmykia	Kalmykia/Kalmykia	Global	Culex pipiens	Mosquitoes-Culex	?	?	?	OR159869.1	Volgograd Plague Control Research Institute Laboratory of Bioinformatics	NCBI_Global	Antonov et al	"Submitted (20-JUN-2023) Laboratory of Bioinformatics, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd, Volgogradskaya Oblast 400131, Russian Federation"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/OR159869	61.52401	105.318756	node_564	4	II	New	II.2.1	I.a	I.a.4-NY99	II	II.2	II.2.1	II.2.1	II.2.1	II.2.1
HQ671692	?	Unknown	Unknown	Unknown	Global	Gallus gallus	Birds-Landfowls	Ia	?	I.a.4-NY99	HQ671692.1	Broad Institute of MIT and Harvard	NCBI_Global	Henn et al	"Submitted (29-OCT-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HQ671692	Unknown	Unknown	node_1353	12	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.5	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5
W139	2010-08-02	USA	CA	CA/CA	USA	Unknown	Birds-Other	Ia	WN02	I.a.4-NY99.WN02	W139	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_3890	2	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.1.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1.2	I.a.4-NY99.WN02.2.1.2	I.a.4-NY99.WN02.2.1.2	I.a.4-NY99.WN02.2.1.2
KX547281	2004-06-04	USA	NY	NY/Cortland	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547281	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547281	42.604729	-76.18737	node_1230	1	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.7	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7	I.a.4-NY99.WN02.7
KX547589	2007-08-24	USA	NYC	NYC/Queens	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547589	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547589	40.742054	-73.769417	node_2400	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3	I.a.4-NY99.WN02.3
KJ501416	2006-XX-XX	USA	NC	NC/NC	USA	Charadrius melodus	Birds-Shorebirds	Ia	SW03	I.a.4-NY99.WN02.SW03	KJ501416|2006|USA|	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501416	35.58	-80.1	node_2892	18	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OM202914	2014-XX-XX	USA	USA	USA/USA	Unknown	Homo sapiens	Mammals-Human	?	?	I.a.4-NY99	OM202914.1	US Food and Drug Administration Center for Devices and Radiological Health	NCBI_Global	Rios et al	Unpublished	FDA dAtabase for Regulatory Grade micrObial Sequences (FDA-ARGOS): Supporting development and validation of Infectious Disease Dx tests	https://www.ncbi.nlm.nih.gov/nuccore/OM202914	37.0902	-95.7129	node_2538	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.9	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
HM488250	2003-XX-XX	USA	NY	NY/NY	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	HM488250|2003|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (04-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488250	40.7127	-74.0059	node_1132	5	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.29	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.29	I.a.4-NY99.WN02.29	I.a.4-NY99.WN02.29	I.a.4-NY99.WN02.29	I.a.4-NY99.WN02.29	I.a.4-NY99.WN02.29
JF719069	2010-08-XX	ESP	Unknown	ESP	Global	Equus caballus	Mammals-Horse	Ia	?	I.a.2	JF719069.1	Centro de Investigacion en Sanidad Animal (CISA-INIA)	NCBI_Global	Sotelo et al	"J. Gen. Virol. 92 (PT 11), 2512-2522 (2011)"	Phylogenetic relationships of Western Mediterranean West Nile virus strains (1996-2010) using full-length genome sequences: single or multiple introductions?	https://www.ncbi.nlm.nih.gov/pubmed/21775579	40.463667	-3.74922	node_665	67	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
JF920739	2007-XX-XX	USA	CT	CT/CT	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	JF920739|2007|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JF920739	41.599998	-72.699997	node_3145	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.1.5	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1.5	I.a.4-NY99.WN02.4.1.5	I.a.4-NY99.WN02.4.1.5	I.a.4-NY99.WN02.4.1.5
KJ501412	2008-XX-XX	USA	NE	NE/NE	USA	Passer domesticus	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KJ501412|2008|USA|	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501412	43.6211955	-84.6824345	node_3067	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.6	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6
MN794937	2019-XX-XX	DEU	Unknown	DEU	Global	Turdus merula	Birds-Perching Birds	?	?	II	MN794937.1	Bernhard Nocht Institute for Tropical Medicine Arbovirology	NCBI_Global	Ziegler et al	"Viruses 12 (4), E448 (2020)"	"West Nile Virus Epidemic in Germany Triggered by Epizootic Emergence, 2019"	https://www.ncbi.nlm.nih.gov/pubmed/32326472	51.165691	10.451526	node_218	8	II	New	II.1.1.1	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.1	II.1.1.1	II.1.1.1
KY782108	2010-08-24	USA	IL	IL/Illinois	USA	Turdus migratorius	Birds-Perching Birds	?	?	I.a.4-NY99	KY782108.1	University of Wisconsin-Madison Pathobiological Sciences	NCBI_Global	Goldberg et al	Unpublished	Evolution of West Nile virus within and between hosts and vectors demonstrates selective constraint but adaptive capacity in the Flaviviridae	https://www.ncbi.nlm.nih.gov/nuccore/KY782108	40.0796319	-89.4339808	node_1357	14	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KX547424	2007-07-10	USA	NY	NY/Onondaga	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547424	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547424	43.0268	-76.1784	node_1463	11	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
WNV0000112	2013-07-16	USA	NYC	NYC/Spencer Estates	USA	Culex pipiens-restuans	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	WNV0000112-NYC-VH00422-231206	NYC_PHL	NYC_PHL	NYC-PHL	Unpublished	NYC PHL West Nile Virus Sequencing Project	https://www.nyc.gov/site/doh/index.page	40.82392998	-73.82288319	node_1482	10	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.6	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6	I.a.4-NY99.WN02.6
KX547189	2002-08-09	USA	NY	NY/Broome	USA	Culex	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	KX547189	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547189	42.1792	75.8534	node_1349	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.5.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2	I.a.4-NY99.WN02.5.2
AF260969	?	ROU	Unknown	ROU	Global	Culex pipiens	Mosquitoes-Culex	Ia	Ro96	I.a.2.Ro96	AF260969.1	Centers for Disease Control & Prevention Arbovirus Diseases Branch	NCBI_Global	Savage et al	"Am. J. Trop. Med. Hyg. 61 (4), 600-611 (1999)"	"Entomologic and avian investigations of an epidemic of West Nile fever in Romania in 1996, with serologic and molecular characterization of a virus isolate from mosquitoes"	https://www.ncbi.nlm.nih.gov/pubmed/10548295	45.943161	24.96676	node_646	13	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
MT863561	2018-10-06	FRA	Unknown	FRA	Global	Accipiter gentilis	Birds-Hawks and Eagles	?	?	II	MT863561.1	ANSES Animal Health Laboratory Maisons-Alfort	NCBI_Global	Beck et al	"Pathogens 9 (11), E908 (2020)"	Contrasted Epidemiological Patterns of West Nile Virus Lineages 1 and 2 Infections in France from 2015 to 2019	https://www.ncbi.nlm.nih.gov/pubmed/33143300	46.227638	2.213749	node_317	11	II	New	II.1.1.2	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.2	II.1.1.2	II.1.1.2
KJ501269	2001-XX-XX	USA	NJ	NJ/Middlesex	USA	Falco sparverius	Birds-Hawks and Eagles	Ia	NY99	I.a.4-NY99	KJ501269	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501269	40.572603	-74.4926541	node_862	5	I.a.4-NY99	New	I.a.4-NY99.2	I.a.4-NY99	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2	I.a.4-NY99.2
OQ721264	2020-08-28	USA	IA	IA/IA	USA	Culex erraticus	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721264.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721264	42.032974	-93.581543	node_2053	17	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.2.1.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.2	I.a.4-NY99.WN02.1.4.2.1	I.a.4-NY99.WN02.1.4.2.1.1	I.a.4-NY99.WN02.1.4.2.1.1
MW751843	2018-07-26	SRB	Karavukovo	Karavukovo/Karavukovo	Global	Culex pipiens	Mosquitoes-Culex	?	?	II	MW751843.1	Veterinary Specialized Institute Laboratory Fror Clinical Microbiology	NCBI_Global	Tesovic et al	Unpublished	Development of multiplex PCR based NGS protocol for whole genome sequencing of West Nile virus lineage 2 directly from biological samples using Oxford Nanopore platform	https://www.ncbi.nlm.nih.gov/nuccore/MW751843	44.016521	21.005859	node_427	0	II	New	II.1.2.3	I.a	I.a.4-NY99	II	II.1	II.1.2	II.1.2.3	II.1.2.3	II.1.2.3
W1448	2004-06-29	USA	MN	MN/Olmsted	USA	Unknown	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	W1448_2004-06-29_USA_MN_Olmsted_nan_nan	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	43.995179	-92.3813621	node_1078	1	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
MW036634	2020-08-XX	NLD	Unknown	NLD	Global	Culex	Mosquitoes-Culex	?	?	II	MW036634.1	Erasmus Medical Centre Virus Genomics	NCBI_Global	Sikkema et al	Euro Surveill 25 (40) (2020)	"Detection of West Nile virus in a common whitethroat (Curruca communis) and Culex mosquitoes in the Netherlands, 2020"	https://www.ncbi.nlm.nih.gov/pubmed/33034280	52.132633	5.291266	node_158	2	II	New	II.1.4.1	I.a	I.a.4-NY99	II	II.1	II.1.4	II.1.4.1	II.1.4.1	II.1.4.1
OQ357820	?	ESP	Unknown	ESP	Global	Culex perexiguus	Mosquitoes-Culex	?	?	?	OQ357820.1	Instituto de Salud Carlos III National Center of Microbiology	NCBI_Global	Ruiz-Lopez et al	"Viruses 15 (12), 2372 (2023)"	Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with Rapid Spread Capacity	https://www.ncbi.nlm.nih.gov/nuccore/OQ357820	40.463667	-3.74922	node_711	60	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
OQ721505	2015-08-24	USA	CO	CO/CO	USA	Culex pipiens	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721505.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721505	39.113014	-105.358887	node_2073	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.2	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99.WN02.1.4.2.2	I.a.4-NY99.WN02.1.4.2.2
OP846981	2018-XX-XX	SEN	Unknown	SEN	Global	Homo sapiens	Mammals-Human	?	?	I.a	OP846981.1	Institut Pasteur de Dakar Virology	NCBI_Global	Ndione et al	"Viruses 14 (12), 2720 (2022)"	Re-Introduction of West Nile Virus Lineage 1 in Senegal from Europe and Subsequent Circulation in Human and Mosquito Populations between 2012 and 2021	https://www.ncbi.nlm.nih.gov/pubmed/36560724	14.497401	-14.452362	node_711	33	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
MH166921	2008-XX-XX	USA	VA	VA/Norfolk	USA	Culicidae	Mosquitoes	Ia	WN02	I.a.4-NY99.WN02	MH166921.1	University of Texas Medical Branch Microbiology and Immunology	NS_NA_NCBI	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	"Terrestrial Bird Migration and West Nile Virus Circulation, United States"	https://www.ncbi.nlm.nih.gov/nuccore/MH166921	37.1232245	-78.492772	node_3057	2	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.6	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6	I.a.4-NY99.WN02.4.6
W342	2017-07-04	USA	CA	CA/CA	USA	Unknown	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	W342	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_4087	5	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.2.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2.1	I.a.4-NY99.WN02.2.2.1.3	I.a.4-NY99.WN02.2.2.1.3	I.a.4-NY99.WN02.2.2.1.3
OQ721442	2015-07-26	USA	CA	CA/CA	USA	Unknown	Unknown	?	?	I.a.4-NY99	OQ721442.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721442	36.778259	-119.417931	node_2795	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
W569	2015-09-22	USA	CA	CA/CA	USA	Unknown	Birds-Perching Birds	Ia	SW03	I.a.4-NY99.WN02.SW03	W569	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_2492	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.1	I.a.4-NY99.SW03.1.1.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KJ501139	2011-XX-XX	USA	CA	CA/CA	USA	Culex quinquefasciatus	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	KJ501139|2011|USA|	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501139	36.778259	-119.417931	node_3410	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.4	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.4	I.a.4-NY99.WN02.2.4	I.a.4-NY99.WN02.2.4	I.a.4-NY99.WN02.2.4	I.a.4-NY99.WN02.2.4
OQ721217	2015-09-10	USA	CA	CA/CA	USA	Corvus brachyrhynchos	Birds-Perching Birds	?	?	I.a.4-NY99	OQ721217.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721217	36.778259	-119.417931	node_2489	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.1	I.a.4-NY99.SW03.1.1.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
WNV0000213	2023-08-04	USA	NYC	NYC/Woodhaven	USA	Culex pipiens-restuans	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	WNV0000213-NYC-VH00422-231206	NYC_PHL	NYC_PHL	NYC-PHL	Unpublished	NYC PHL West Nile Virus Sequencing Project	https://www.nyc.gov/site/doh/index.page	40.69405006	-73.8586696	node_1970	34	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.1	I.a.4-NY99.WN02.1.4.1	I.a.4-NY99.WN02.1.4.1	I.a.4-NY99.WN02.1.4.1
W808	2007-07-24	USA	CA	CA/CA	USA	Unknown	Birds-Other	Ia	WN02	I.a.4-NY99.WN02	W808	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_3948	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.12	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.12	I.a.4-NY99.WN02.2.12	I.a.4-NY99.WN02.2.12	I.a.4-NY99.WN02.2.12	I.a.4-NY99.WN02.2.12
OP734270	2022-07-19	ITA	Emilia Romagna	Emilia Romagna/Emilia Romagna	Global	Culex pipiens	Mosquitoes-Culex	?	?	I.a	OP734270.1	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases	NCBI_Global	Savini et al	"Submitted (27-OCT-2022) Animals Foreign Diseases, Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Via Campo Boario, Teramo, Abruzzo 64100, Italy"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/OP734270	41.87194	12.56738	node_760	4	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.2.1.2	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
GU828004	2003-XX-XX	USA	TX	TX/Montgomery	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	GU828004	University of Texas Medical Branch Department of Pathology	NS_NA_NCBI	May et al	"Virology 405 (1), 8-14 (2010)"	Multiple pathways to the attenuation of West Nile virus in South-East Texas in 2003	https://www.ncbi.nlm.nih.gov/pubmed/20580395	31.8160381	-99.5120985	node_3347	6	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
