MW627239,2020-10-01,ITA,Campania,Campania,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,MW627239.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
OQ552605,2022-11,ITA,Campania,Campania,Global,Equus caballus,Mammals-Horse,?,?,OQ552605.1,Istituto Zooprofilattico Sperimentale del Mezzogiorno Hanimal Health,NCBI_Global,Viscardi et al,41.87194,12.56738
OP734243,2022-09-02,ITA,Emilia Romagna,Emilia Romagna,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734243.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734242,2022-08-31,ITA,Emilia Romagna,Emilia Romagna,Global,Athene noctua,Birds-Owls,?,?,OP734242.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734239,2022-08-10,ITA,Emilia Romagna,Emilia Romagna,Global,Corvus cornix,Birds-Perching Birds,?,?,OP734239.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734238,2022-08-10,ITA,Emilia Romagna,Emilia Romagna,Global,Pica pica,Birds-Perching Birds,?,?,OP734238.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734266,2022-07-12,ITA,Emilia Romagna,Emilia Romagna,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734266.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734270,2022-07-19,ITA,Emilia Romagna,Emilia Romagna,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734270.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734267,2022-07-12,ITA,Emilia Romagna,Emilia Romagna,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734267.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850024,2022-08-04,ITA,Emilia Romagna,Emilia Romagna,Global,Unknown,Unknown,?,?,OP850024.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850029,2021-10-24,ITA,Emilia Romagna,Emilia Romagna,Global,Sylvia atricapilla,Birds-Perching Birds,?,?,OP850029.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850028,2021-08-20,ITA,Emilia Romagna,Emilia Romagna,Global,Pica pica,Birds-Perching Birds,?,?,OP850028.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
KF234080,2009,ITA,Emilia Romagna,Emilia Romagna,Global,Homo sapiens,Mammals-Human,?,?,KF234080.1,Erasmus MC Viroscience Lab,NCBI_Global,Lim et al,41.87194,12.56738
ON032493,2021-08-29,ITA,Emilia Romagna,Emilia Romagna,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON032493.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032492,2021-08-26,ITA,Emilia Romagna,Emilia Romagna,Global,Pica pica,Birds-Perching Birds,?,?,ON032492.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032497,2021-08-03,ITA,Emilia Romagna,Emilia Romagna,Global,Garrulus glandarius,Birds-Perching Birds,?,?,ON032497.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032495,2021-09-16,ITA,Emilia Romagna,Emilia Romagna,Global,Corvus cornix,Birds-Perching Birds,?,?,ON032495.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON813231,2021,ITA,Emilia Romagna,Emilia Romagna,Global,Pica pica,Birds-Perching Birds,?,?,ON813231.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON813230,2021,ITA,Emilia Romagna,Emilia Romagna,Global,Corvus cornix,Birds-Perching Birds,?,?,ON813230.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
OP734273,2022-07-21,ITA,Friuli Venezia Giulia,Friuli Venezia Giulia,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734273.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850026,2022-09-01,ITA,Friuli Venezia Giulia,Friuli Venezia Giulia,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP850026.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
ON032491,2021-08-18,ITA,Lombardy,Lombardy,Global,Corvus cornix,Birds-Perching Birds,?,?,ON032491.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
KF823806,2013-10,ITA,Mantua,Mantova,Global,Homo sapiens,Mammals-Human,?,?,KF823806.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
OP850021,2022-09-12,ITA,Lombardy,Lombardy,Global,Corvus cornix,Birds-Perching Birds,?,?,OP850021.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850025,2022-08-24,ITA,Piedmont,Piedmont,Global,Anopheles maculipennis,Mosquitoes-Anopheles,?,?,OP850025.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850027,2021-08-10,ITA,Piedmont,Piedmont,Global,Corvus cornix,Birds-Perching Birds,?,?,OP850027.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734241,2022-08-25,ITA,Piedmont,Piedmont,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734241.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734240,2022-08-18,ITA,Piedmont,Piedmont,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734240.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
ON032490,2021-08-19,ITA,Piedmont,Piedmont,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON032490.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032489,2020-09-01,ITA,Piedmont,Piedmont,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON032489.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032488,2020-09-07,ITA,Piedmont,Piedmont,Global,Corvus cornix,Birds-Perching Birds,?,?,ON032488.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON813233,2022,ITA,Piedmont,Piedmont,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON813233.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032494,2021-08-10,ITA,Sardinia,Sardinia,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON032494.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON813232,2021,ITA,Sardinia,Sardinia,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON813232.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
OQ204315,2022-11-02,ITA,Sicily,Sicily,Global,Equus caballus,Mammals-Horse,?,?,OQ204315.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
OQ689697,2022-10-12,ITA,Sicily,Sicily,Global,Equus caballus,Mammals-Horse,?,?,OQ689697.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Monaco et al,41.87194,12.56738
OQ689696,2022-10-21,ITA,Sicily,Sicily,Global,Equus caballus,Mammals-Horse,?,?,OQ689696.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Monaco et al,41.87194,12.56738
OQ204314,2022-10-07,ITA,Tuscany,Tuscany,Global,Culex pipiens,Mosquitoes-Culex,?,?,OQ204314.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Mencattelli et al,41.87194,12.56738
ON032498,2022-01-25,ITA,Umbria,Umbria,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,ON032498.1,Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit,NCBI_Global,Mencattelli et al,41.87194,12.56738
OP734265,2022-07-07,ITA,Veneto,Veneto,Global,Phalacrocorax carbo,Birds-Seabirds,?,?,OP734265.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734264,2022-06-28,ITA,Veneto,Veneto,Global,Pica pica,Birds-Perching Birds,?,?,OP734264.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734263,2022-07-07,ITA,Veneto,Veneto,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734263.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734262,2022-06-21,ITA,Veneto,Veneto,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734262.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734244,2022-09-09,ITA,Veneto,Veneto,Global,Passer domesticus,Birds-Perching Birds,?,?,OP734244.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734272,2022-07-04,ITA,Veneto,Veneto,Global,Passer domesticus,Birds-Perching Birds,?,?,OP734272.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734271,2022-07-13,ITA,Veneto,Veneto,Global,Corvus cornix,Birds-Perching Birds,?,?,OP734271.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734269,2022-07-18,ITA,Veneto,Veneto,Global,Unknown,Unknown,?,?,OP734269.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734268,2022-07-07,ITA,Veneto,Veneto,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734268.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP734274,2022-07-14,ITA,Veneto,Veneto,Global,Culex pipiens,Mosquitoes-Culex,?,?,OP734274.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
OP850022,2022-08-12,ITA,Veneto,Veneto,Global,Pica pica,Birds-Perching Birds,?,?,OP850022.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale' Animals Foreign Diseases,NCBI_Global,Savini et al,41.87194,12.56738
KF647251,2013-08,ITA,Veneto,Padova,Global,Homo sapiens,Mammals-Human,?,?,KF647251.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF823807,2013-09,ITA,Veneto,Padua,Global,Homo sapiens,Mammals-Human,?,?,KF823807.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KC954092,2012-09,ITA,Veneto,Portogruaro,Global,Homo sapiens,Mammals-Human,?,?,KC954092.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF647250,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF647250.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF647249,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF647249.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF647248,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF647248.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF588365,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF588365.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF647253,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF647253.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF647252,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF647252.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KF823805,2013-08,ITA,Veneto,Rovigo,Global,Homo sapiens,Mammals-Human,?,?,KF823805.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
JQ928175,2011-09,ITA,Veneto,Treviso,Global,Homo sapiens,Mammals-Human,?,?,JQ928175.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
JQ928174,2011-09,ITA,Veneto,Treviso,Global,Homo sapiens,Mammals-Human,?,?,JQ928174.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
JX556213,2012-08-03,ITA,Veneto,Venice Province,Global,Homo sapiens,Mammals-Human,?,?,JX556213.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
AF404757,?,ITA,Unknown,ITA,Global,Equus caballus,Mammals-Horse,1a,It98,AF404757.1,Centers for Disease Control & Prevention Division of Vector-Borne Infectious Diseases,NCBI_Global,Lanciotti et al,41.87194,12.56738
FJ483549,2008,ITA,Unknown,ITA,Global,Corvidae,Birds-Perching Birds,?,?,FJ483549.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale,NCBI_Global,Monaco et al,41.87194,12.56738
FJ483548,2008,ITA,Unknown,ITA,Global,Corvidae,Birds-Perching Birds,?,?,FJ483548.1,Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale,NCBI_Global,Monaco et al,41.87194,12.56738
GU011992,2009,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,GU011992.2,University of Padova Histology Microbiology and Medical Biotechnologies,NCBI_Global,Barzon et al,41.87194,12.56738
JF719068,2009-10,ITA,Unknown,ITA,Global,Corvidae,Birds-Perching Birds,?,?,JF719068.1,Centro de Investigacion en Sanidad Animal (CISA-INIA),NCBI_Global,Sotelo et al,41.87194,12.56738
JF719067,2009-11,ITA,Unknown,ITA,Global,Laridae,Birds-Seabirds,?,?,JF719067.1,Centro de Investigacion en Sanidad Animal (CISA-INIA),NCBI_Global,Sotelo et al,41.87194,12.56738
JF719066,2008-09,ITA,Unknown,ITA,Global,Corvidae,Birds-Perching Birds,?,?,JF719066.1,Centro de Investigacion en Sanidad Animal (CISA-INIA),NCBI_Global,Sotelo et al,41.87194,12.56738
JF719065,2008-10,ITA,Unknown,ITA,Global,Corvidae,Birds-Perching Birds,?,?,JF719065.1,Centro de Investigacion en Sanidad Animal (CISA-INIA),NCBI_Global,Sotelo et al,41.87194,12.56738
JN858070,2011-09,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,JN858070.1,University Politecnica Marche Biomedical Sciences & Public Health,NCBI_Global,Bagnarelli et al,41.87194,12.56738
JN858069,2011-09,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,JN858069.1,University Politecnica Marche Biomedical Sciences & Public Health,NCBI_Global,Bagnarelli et al,41.87194,12.56738
KP789958,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789958.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789957,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789957.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789956,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789956.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789955,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789955.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789954,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789954.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789953,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789953.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789960,2013,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789960.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KP789959,2014,ITA,Unknown,ITA,Global,Homo sapiens,Mammals-Human,?,?,KP789959.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,41.87194,12.56738
KT207792,2014-08-18,ITA,Unknown,ITA,Global,Culicidae,Mosquitoes,?,?,KT207792.1,Istituto Zooprofilattico Sperimentale delle Venezie Parasitology department,NCBI_Global,Ravagnan et al,41.87194,12.56738
KT207791,2014-07-15,ITA,Unknown,ITA,Global,Culicidae,Mosquitoes,?,?,KT207791.1,Istituto Zooprofilattico Sperimentale delle Venezie Parasitology department,NCBI_Global,Ravagnan et al,41.87194,12.56738
KU573081,2013,ITA,Unknown,ITA,Global,Pica pica,Birds-Perching Birds,?,?,KU573081.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573080,2013,ITA,Unknown,ITA,Global,Culex pipiens,Mosquitoes-Culex,?,?,KU573080.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573079,2009,ITA,Unknown,ITA,Global,Pica pica,Birds-Perching Birds,?,?,KU573079.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573078,2009,ITA,Unknown,ITA,Global,Culex pipiens,Mosquitoes-Culex,?,?,KU573078.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573077,2008,ITA,Unknown,ITA,Global,Pica pica,Birds-Perching Birds,?,?,KU573077.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573083,2013,ITA,Unknown,ITA,Global,Culex pipiens,Mosquitoes-Culex,?,?,KU573083.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
KU573082,2013,ITA,Unknown,ITA,Global,Corvus,Birds-Perching Birds,?,?,KU573082.1,stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,NCBI_Global,Chiapponi et al,41.87194,12.56738
